"school_name","year","impact","impact_recovery_category"
"School 0328",2022,-6.02,"Large Impact/Poor Recovery"
"School 0353",2022,-13.37,"Large Impact/Poor Recovery"
"School 0357",2022,-7.39,
"School 0363",2022,-8.47,
"School 0369",2022,0.35,
"School 0371",2022,-12.58,
"School 0377",2022,-3.86,
"School 0390",2022,-0.03,
"School 0392",2022,-9.21,
"School 0395",2022,-7.47,
"School 0409",2022,10.91,
"School 0410",2022,3.92,
"School 0445",2022,-13.8,
"School 0494",2022,-7.81,
"School 0539",2022,-2.11,
"School 0510",2022,-4.23,
"School 0511",2022,-11.88,
"School 0514",2022,5.63,
"School 0517",2022,-9.03,
"School 0541",2022,-2.32,
"School 0542",2022,-13.79,
"School 0544",2022,-6.27,
"School 0557",2022,-2.19,
"School 0561",2022,-5.25,
"School 0565",2022,-7.4,
"School 0587",2022,-0.21,
"School 0623",2022,-22.33,"Large Impact/Poor Recovery"
"School 0629",2022,-5.46,
"School 0609",2022,-8.66,
"School 0641",2022,-0.49,
"School 0649",2022,-28.5,"Large Impact/Poor Recovery"
"School 0691",2022,-4.54,
"School 0695",2022,0.4,
"School 0702",2022,-25.12,"Large Impact/Poor Recovery"
"School 0705",2022,-3.93,
"School 0711",2022,1.57,
"School 0713",2022,-4.3,
"School 0765",2022,-10.85,"Large Impact/Poor Recovery"
"School 0767",2022,-8.14,
"School 0781",2022,1.14,
"School 0789",2022,4.45,
"School 0845",2022,-11.8,
"School 0851",2022,-26.02,"Large Impact/Poor Recovery"
"School 0755",2022,-4.22,
"School 0801",2022,-11.61,"Large Impact/Poor Recovery"
"School 0805",2022,0.3,
"School 0825",2022,-6.33,
"School 0853",2022,-10.71,"Large Impact/Poor Recovery"
"School 0863",2022,-5.41,
"School 0871",2022,5.26,
"School 0879",2022,6.99,
"School 0883",2022,-6.5,"Large Impact/Poor Recovery"
"School 0897",2022,7.09,
"School 0925",2022,-0.14,
"School 0957",2022,-13.05,
"School 0977",2022,6.33,
"School 0981",2022,4.48,
"School 0999",2022,-14.42,
"School 1015",2022,7.75,
"School 1020",2022,-13.04,
"School 1021",2022,14.88,
"School 1033",2022,-3.2,
"School 1061",2022,-12.51,"Large Impact/Poor Recovery"
"School 1069",2022,-8,
"School 1075",2022,-3.1,"Large Impact/Poor Recovery"
"School 1090",2022,-9.29,
"School 1121",2022,-12.31,
"School 1123",2022,-2.33,
"School 1189",2022,-0.74,
"School 1190",2022,-7.82,
"School 1193",2022,-4.4,
"School 1172",2022,9.12,
"School 1197",2022,-17.81,
"School 1209",2022,-0.13,
"School 1217",2022,3.56,
"School 1263",2022,-7.57,
"School 1265",2022,14.87,
"School 1266",2022,1.15,
"School 1267",2022,-7.05,
"School 1269",2022,-6.33,
"School 1270",2022,13.37,
"School 1317",2022,-7.71,
"School 1329",2022,-2.81,
"School 1331",2022,-13.83,
"School 1346",2022,-4.77,
"School 1351",2022,0.07,
"School 1357",2022,-12.16,"Large Impact/Poor Recovery"
"School 1365",2022,3.33,
"School 1367",2022,-11.52,
"School 1372",2022,-0.9,
"School 1413",2022,15.89,"Large Impact/Large Recovery"
"School 1377",2022,-4.23,
"School 1381",2022,8.26,
"School 1385",2022,-4.04,
"School 1386",2022,0.61,
"School 1387",2022,-10.86,"Large Impact/Poor Recovery"
"School 1393",2022,-5.16,
"School 1401",2022,-1.76,
"School 1405",2022,-18.67,
"School 1431",2022,-10.35,
"School 1437",2022,-11.1,
"School 1470",2022,-5.35,
"School 1482",2022,-11.39,"Large Impact/Poor Recovery"
"School 1513",2022,-5.74,
"School 1583",2022,-14.82,
"School 1586",2022,4.46,
"School 1587",2022,-6.04,
"School 1590",2022,-1.43,
"School 1569",2022,-6.8,
"School 1575",2022,-7.71,
"School 1601",2022,-0.3,
"School 1613",2022,-9.6,
"School 1649",2022,0.28,
"School 1652",2022,1.29,
"School 1703",2022,-1.53,
"School 1707",2022,3.11,
"School 1713",2022,-8.06,"Large Impact/Poor Recovery"
"School 1721",2022,0.43,
"School 1723",2022,-3.92,"Large Impact/Poor Recovery"
"School 1725",2022,-2.6,"Large Impact/Poor Recovery"
"School 1729",2022,9.24,
"School 1657",2022,8.12,
"School 1669",2022,6.84,
"School 1735",2022,-3.3,
"School 1747",2022,-4.64,
"School 1617",2022,-0.46,
"School 1673",2022,-2.58,"Large Impact/Poor Recovery"
"School 1681",2022,-8.7,
"School 1753",2022,-10.07,
"School 1761",2022,-7.5,"Large Impact/Poor Recovery"
"School 1763",2022,-13.43,
"School 1773",2022,-6.43,"Large Impact/Poor Recovery"
"School 1785",2022,-9.92,
"School 1633",2022,0.34,
"School 1641",2022,5.98,
"School 1895",2022,-17.9,"Large Impact/Poor Recovery"
"School 1929",2022,10.18,
"School 1931",2022,1.68,
"School 1933",2022,-9.73,
"School 1937",2022,-8.69,
"School 1943",2022,10.16,
"School 1953",2022,16.26,
"School 1957",2022,9.77,
"School 1961",2022,13.58,
"School 1966",2022,1.03,
"School 1974",2022,6.88,
"School 2013",2022,14,
"School 2021",2022,-3.41,"Large Impact/Poor Recovery"
"School 2022",2022,-4.54,
"School 2123",2022,-11.38,
"School 2125",2022,-1.01,
"School 2177",2022,6.51,
"School 2185",2022,-3.17,
"School 2223",2022,-8.92,
"School 2225",2022,-2.25,
"School 2263",2022,-4.04,
"School 2299",2022,1.26,
"School 2321",2022,-1.28,
"School 2335",2022,-8.46,
"School 2346",2022,-4.29,
"School 2350",2022,-4.5,
"School 2357",2022,-7.25,
"School 2369",2022,-6.11,
"School 2405",2022,-3.84,"Large Impact/Poor Recovery"
"School 2409",2022,-3.95,
"School 2433",2022,7.48,
"School 2436",2022,-8.87,
"School 2438",2022,5.02,
"School 2441",2022,-3.14,
"School 2445",2022,-20.91,
"School 2466",2022,2.43,
"School 2468",2022,5.25,
"School 2469",2022,-5.74,
"School 2470",2022,20.8,
"School 2471",2022,15.13,
"School 2473",2022,13.17,
"School 2474",2022,-0.44,
"School 2475",2022,5.77,
"School 2476",2022,9.63,
"School 2479",2022,6.97,
"School 2481",2022,21.61,
"School 2482",2022,-4.09,
"School 2483",2022,-0.45,
"School 2485",2022,13,
"School 2486",2022,7.78,
"School 2489",2022,6.7,
"School 2490",2022,4.49,
"School 2500",2022,12.37,
"School 2478",2022,9.18,
"School 2501",2022,18.53,"Large Impact/Large Recovery"
"School 2491",2022,-2.13,"Large Impact/Poor Recovery"
"School 2494",2022,4.65,
"School 2495",2022,8.54,
"School 2496",2022,10.06,
"School 2498",2022,13.97,
"School 2503",2022,-3.75,
"School 2504",2022,-5.14,
"School 2465",2022,-8.38,
"School 6780",2022,-0.96,
"School 2506",2022,-0.11,
"School 2507",2022,-12.34,
"School 2508",2022,-0.53,
"School 2509",2022,-12.47,
"School 2510",2022,4.22,
"School 2511",2022,-3.21,
"School 2512",2022,-1.65,
"School 2515",2022,4.35,
"School 2516",2022,3.13,
"School 2518",2022,3.78,
"School 2520",2022,2.05,
"School 2522",2022,2.2,
"School 2526",2022,6.65,
"School 2521",2022,-0.22,
"School 2523",2022,2.55,
"School 2529",2022,0.35,
"School 2533",2022,4.82,
"School 2537",2022,-0.08,
"School 2538",2022,14.23,
"School 2539",2022,1.33,
"School 2542",2022,0.44,
"School 2547",2022,2.52,
"School 2543",2022,-14.48,
"School 2564",2022,-2.27,
"School 2566",2022,-5.95,
"School 2567",2022,2.39,
"School 2577",2022,-7.62,
"School 2579",2022,-12.13,"Large Impact/Poor Recovery"
"School 2593",2022,-8.14,"Large Impact/Poor Recovery"
"School 2558",2022,-1.99,"Large Impact/Poor Recovery"
"School 2559",2022,2.19,
"School 2561",2022,9.22,
"School 2570",2022,9.76,
"School 2582",2022,-5.6,"Large Impact/Poor Recovery"
"School 2586",2022,-5.39,
"School 2621",2022,-8.83,
"School 2625",2022,-1.83,
"School 2633",2022,4.49,
"School 2643",2022,-10.84,
"School 2645",2022,3.6,
"School 2663",2022,7.51,
"School 2682",2022,-15.21,
"School 2725",2022,-2.83,
"School 2706",2022,10.24,
"School 2711",2022,8.78,
"School 2713",2022,9.81,
"School 2714",2022,4.41,
"School 2718",2022,4.64,
"School 2720",2022,2.91,
"School 2723",2022,-4.49,
"School 2727",2022,-2.48,"Large Impact/Poor Recovery"
"School 2744",2022,0.46,
"School 2726",2022,14.88,
"School 2728",2022,-5.32,
"School 2729",2022,-6,
"School 2733",2022,5.11,
"School 2735",2022,-6.02,
"School 2736",2022,12.72,"Minimal Impact/Large Recovery"
"School 2738",2022,12.55,
"School 2739",2022,-7.73,
"School 2740",2022,-1.33,"Large Impact/Poor Recovery"
"School 2743",2022,-0.04,
"School 2745",2022,4.47,
"School 2748",2022,-13.14,
"School 2750",2022,-2.17,
"School 2751",2022,-2.07,
"School 2761",2022,-12.44,
"School 2763",2022,-1.7,
"School 2675",2022,-12.62,
"School 2687",2022,-11.78,"Large Impact/Poor Recovery"
"School 2815",2022,-1.89,
"School 2819",2022,4,
"School 2829",2022,-8.79,
"School 2870",2022,10.71,
"School 2895",2022,-5.81,
"School 2896",2022,-7.67,"Large Impact/Poor Recovery"
"School 2904",2022,8.93,
"School 2907",2022,1.34,
"School 2909",2022,-12.14,
"School 2922",2022,0.47,
"School 2923",2022,3.23,
"School 2943",2022,-14.71,"Large Impact/Poor Recovery"
"School 2955",2022,-9.65,
"School 2963",2022,7.91,
"School 2969",2022,-4.87,
"School 3025",2022,-7.11,
"School 3029",2022,-7.6,
"School 3061",2022,-1.57,
"School 3077",2022,12.43,"Minimal Impact/Large Recovery"
"School 3081",2022,1.64,
"School 3086",2022,-9.24,
"School 3135",2022,-9.94,
"School 3138",2022,-4.09,
"School 3141",2022,4.01,
"School 3153",2022,-4.37,"Large Impact/Poor Recovery"
"School 3157",2022,3.08,
"School 3107",2022,-11.51,
"School 3129",2022,2.73,
"School 3183",2022,0.31,
"School 3184",2022,9.29,
"School 3198",2022,4.52,
"School 3205",2022,-4.83,
"School 3273",2022,11.37,
"School 3313",2022,-8.41,
"School 3341",2022,8.15,
"School 3343",2022,-15.21,
"School 3397",2022,-9.5,
"School 3401",2022,-8.72,
"School 3422",2022,4.8,
"School 3425",2022,3.65,
"School 3427",2022,-3.14,
"School 3429",2022,6.73,
"School 3430",2022,11.62,
"School 3434",2022,11.29,
"School 3435",2022,-3.53,
"School 3439",2022,6.91,
"School 3440",2022,1.16,
"School 3441",2022,10.37,
"School 3443",2022,-0.2,
"School 3444",2022,-3.82,
"School 3413",2022,11.61,
"School 3457",2022,-8.15,
"School 3461",2022,-4.65,
"School 3467",2022,1.16,
"School 3475",2022,-0.71,
"School 3479",2022,5.3,
"School 3483",2022,8.05,
"School 3411",2022,-4.72,
"School 3418",2022,-4.27,
"School 3537",2022,-4.78,
"School 3545",2022,1.45,
"School 3489",2022,-7.22,
"School 3490",2022,-7.36,
"School 3509",2022,-12.43,
"School 3557",2022,-5.63,
"School 3625",2022,5.9,
"School 3630",2022,-12.37,
"School 3637",2022,-1.85,
"School 3607",2022,-6.38,
"School 3653",2022,-2.87,
"School 3665",2022,-6.53,
"School 3673",2022,1.91,
"School 3677",2022,-13.39,
"School 3603",2022,-9.4,
"School 9191",2022,-24.79,
"School 3686",2022,13.99,
"School 3688",2022,-3.27,
"School 3697",2022,-12.95,
"School 3702",2022,-8.49,
"School 3704",2022,7.38,
"School 3714",2022,6.85,
"School 3784",2022,-11.05,"Large Impact/Poor Recovery"
"School 3801",2022,-8.27,"Large Impact/Poor Recovery"
"School 3811",2022,-6.29,"Large Impact/Poor Recovery"
"School 3813",2022,-4.74,
"School 3821",2022,-7.3,
"School 3822",2022,3.71,
"School 3829",2022,-0.39,
"School 3831",2022,-2.13,
"School 3837",2022,-1.38,"Large Impact/Poor Recovery"
"School 3838",2022,-3.06,"Large Impact/Poor Recovery"
"School 3839",2022,-2.43,
"School 3840",2022,-0.11,
"School 3841",2022,-5.53,"Large Impact/Poor Recovery"
"School 3843",2022,9.72,
"School 4349",2022,-4.01,
"School 4351",2022,5.7,
"School 3753",2022,-13.43,
"School 3848",2022,0.83,
"School 3885",2022,10.81,
"School 3893",2022,-11.67,
"School 3761",2022,5.73,
"School 3769",2022,-16.17,
"School 3773",2022,-11.72,
"School 3903",2022,-4.54,"Large Impact/Poor Recovery"
"School 3905",2022,7.74,
"School 3907",2022,-0.57,
"School 3913",2022,-16.73,
"School 3915",2022,3.95,
"School 3953",2022,0.43,
"School 3961",2022,8.66,
"School 3963",2022,-6.67,
"School 3965",2022,0.38,
"School 4155",2022,-3.93,"Large Impact/Poor Recovery"
"School 4169",2022,13.18,
"School 4178",2022,0.2,
"School 4171",2022,17.93,
"School 4422",2022,4.2,
"School 4425",2022,-19.79,
"School 4433",2022,-26.04,"Large Impact/Poor Recovery"
"School 4449",2022,8.76,
"School 4453",2022,5.74,
"School 4455",2022,6.98,
"School 4463",2022,-1.54,"Large Impact/Poor Recovery"
"School 4469",2022,9.76,
"School 4484",2022,14,
"School 4283",2022,-8.62,
"School 4301",2022,13.19,
"School 4317",2022,14.75,
"School 4325",2022,3.29,
"School 4327",2022,9.38,
"School 4333",2022,-5.71,
"School 4337",2022,-5.18,
"School 4341",2022,2.7,
"School 4343",2022,1.63,
"School 4356",2022,-13.26,"Large Impact/Poor Recovery"
"School 4361",2022,4.84,
"School 4693",2022,0.13,
"School 7345",2022,-6.47,
"School 7349",2022,6.51,
"School 4699",2022,-11.02,
"School 4701",2022,-4.5,
"School 4788",2022,-6.09,
"School 4789",2022,-12.01,"Large Impact/Poor Recovery"
"School 4734",2022,10.29,
"School 4737",2022,-17.77,"Large Impact/Poor Recovery"
"School 4717",2022,-1.98,
"School 4753",2022,4.54,
"School 4773",2022,13.27,
"School 4905",2022,-6.89,
"School 4932",2022,-1.06,
"School 4861",2022,-10.16,"Large Impact/Poor Recovery"
"School 4924",2022,-17.09,"Large Impact/Poor Recovery"
"School 5005",2022,-3.82,
"School 5009",2022,-8.46,
"School 5012",2022,-7.66,
"School 5025",2022,-6.69,"Large Impact/Poor Recovery"
"School 4935",2022,-6.7,
"School 5057",2022,-13.39,"Large Impact/Poor Recovery"
"School 5061",2022,-11,
"School 5064",2022,-11.76,
"School 5041",2022,7,
"School 5065",2022,4.88,
"School 4977",2022,-3.35,
"School 5033",2022,-0.41,"Large Impact/Poor Recovery"
"School 5076",2022,-16,
"School 5102",2022,0.28,
"School 5142",2022,-5.08,"Large Impact/Poor Recovery"
"School 5146",2022,11.05,
"School 5149",2022,4.56,
"School 5151",2022,11.78,
"School 5178",2022,5.68,
"School 5179",2022,-0.47,
"School 5181",2022,8.72,
"School 5187",2022,1.01,
"School 5189",2022,8.85,
"School 5194",2022,19.11,
"School 5195",2022,3.74,
"School 5198",2022,0.78,
"School 5200",2022,-15.31,
"School 5201",2022,-2.41,
"School 5202",2022,10.31,
"School 5205",2022,-21.03,
"School 5277",2022,-16.52,"Large Impact/Poor Recovery"
"School 5281",2022,-7.61,"Large Impact/Poor Recovery"
"School 5283",2022,-3.53,
"School 5285",2022,-12.7,"Large Impact/Poor Recovery"
"School 5287",2022,1.57,
"School 5289",2022,-10.69,"Large Impact/Poor Recovery"
"School 5291",2022,-8.87,
"School 5293",2022,-8.81,"Large Impact/Poor Recovery"
"School 5294",2022,5.04,
"School 5295",2022,-3.8,"Large Impact/Poor Recovery"
"School 5296",2022,-6.48,
"School 5298",2022,-17.65,"Large Impact/Poor Recovery"
"School 5299",2022,-4.76,"Large Impact/Poor Recovery"
"School 5310",2022,-6,"Large Impact/Poor Recovery"
"School 5312",2022,-4.54,
"School 5315",2022,-3.22,"Large Impact/Poor Recovery"
"School 5319",2022,-6.16,"Large Impact/Poor Recovery"
"School 5321",2022,3.24,
"School 5322",2022,-10.75,"Large Impact/Poor Recovery"
"School 5325",2022,-1.22,"Large Impact/Poor Recovery"
"School 5333",2022,-11.19,"Large Impact/Poor Recovery"
"School 5337",2022,-11.62,"Large Impact/Poor Recovery"
"School 5338",2022,0.94,
"School 5345",2022,-12.21,
"School 5347",2022,-5.81,"Large Impact/Poor Recovery"
"School 5351",2022,-3.47,"Large Impact/Poor Recovery"
"School 5366",2022,8.33,
"School 5372",2022,0.05,
"School 5349",2022,-1.85,
"School 5352",2022,-15.66,"Large Impact/Poor Recovery"
"School 5354",2022,-27.81,"Large Impact/Poor Recovery"
"School 5355",2022,-13.05,
"School 5356",2022,-15.2,
"School 5357",2022,-6.18,
"School 5358",2022,-3.62,"Large Impact/Poor Recovery"
"School 5359",2022,-1.31,
"School 5360",2022,-7.07,
"School 5363",2022,-2.23,"Large Impact/Poor Recovery"
"School 5378",2022,2.46,
"School 5380",2022,-16.11,"Large Impact/Poor Recovery"
"School 5364",2022,-15.24,
"School 5367",2022,-16.67,
"School 5368",2022,-15.46,"Large Impact/Poor Recovery"
"School 5369",2022,-8.15,"Large Impact/Poor Recovery"
"School 5370",2022,-20.07,"Large Impact/Poor Recovery"
"School 5373",2022,-25.09,"Large Impact/Poor Recovery"
"School 5375",2022,-15.74,"Large Impact/Poor Recovery"
"School 5377",2022,-9.49,"Large Impact/Poor Recovery"
"School 5386",2022,-11.38,"Large Impact/Poor Recovery"
"School 5389",2022,-4.54,
"School 5391",2022,-13.53,"Large Impact/Poor Recovery"
"School 5397",2022,-18.42,"Large Impact/Poor Recovery"
"School 5403",2022,7.91,
"School 5406",2022,-2.62,
"School 5418",2022,4.12,
"School 5427",2022,-2.79,"Large Impact/Poor Recovery"
"School 5430",2022,6.81,
"School 5436",2022,1.87,
"School 5442",2022,-23.9,"Large Impact/Poor Recovery"
"School 5445",2022,-22.47,"Large Impact/Poor Recovery"
"School 5448",2022,-15.5,"Large Impact/Poor Recovery"
"School 5221",2022,-4.86,"Large Impact/Poor Recovery"
"School 5222",2022,-6.04,"Large Impact/Poor Recovery"
"School 5223",2022,6.42,
"School 5227",2022,-5.34,"Large Impact/Poor Recovery"
"School 5241",2022,-6.02,"Large Impact/Poor Recovery"
"School 5257",2022,-11.98,"Large Impact/Poor Recovery"
"School 5261",2022,-3.51,
"School 5265",2022,8.27,
"School 5267",2022,-2.32,
"School 5270",2022,-3.57,
"School 5273",2022,-4.74,"Large Impact/Poor Recovery"
"School 5274",2022,-18.05,"Large Impact/Poor Recovery"
"School 5446",2022,-21.5,"Large Impact/Poor Recovery"
"School 5453",2022,0.36,
"School 5457",2022,8.88,
"School 5461",2022,-6.21,
"School 5466",2022,-6.54,
"School 5467",2022,-6.14,
"School 5515",2022,-8,"Large Impact/Poor Recovery"
"School 5516",2022,0.35,
"School 5579",2022,9.36,
"School 5601",2022,-10.49,
"School 5603",2022,13.76,
"School 5607",2022,1.01,
"School 5889",2022,-11.19,
"School 5943",2022,-1.88,
"School 5933",2022,5.04,
"School 5949",2022,-1.99,
"School 5956",2022,-10.68,"Large Impact/Poor Recovery"
"School 5969",2022,14.66,
"School 5922",2022,-8.92,
"School 5923",2022,1.67,
"School 6033",2022,-12.36,"Large Impact/Poor Recovery"
"School 6035",2022,-0.88,
"School 6049",2022,-6.96,
"School 2305",2022,8.86,
"School 2306",2022,-15.63,
"School 6081",2022,1.12,
"School 6093",2022,7.49,
"School 6147",2022,-16.35,"Large Impact/Poor Recovery"
"School 6153",2022,-3.14,
"School 6164",2022,6.01,
"School 6170",2022,-8.66,"Large Impact/Poor Recovery"
"School 6172",2022,-2.16,"Large Impact/Poor Recovery"
"School 6173",2022,9.19,
"School 6187",2022,-3.39,
"School 6223",2022,0.26,
"School 6244",2022,-15.34,
"School 6261",2022,15.96,"Minimal Impact/Large Recovery"
"School 6269",2022,4.47,
"School 6281",2022,-2.21,
"School 6289",2022,2.75,
"School 6301",2022,4.97,
"School 6315",2022,-3.89,
"School 6323",2022,-11.53,
"School 6332",2022,-8.18,
"School 6334",2022,-7.02,
"School 6349",2022,-5.93,"Large Impact/Poor Recovery"
"School 6373",2022,1.67,
"School 6375",2022,-4.84,
"School 6385",2022,-8.64,"Large Impact/Poor Recovery"
"School 6411",2022,6.83,
"School 6453",2022,-0.67,
"School 6454",2022,-2.91,
"School 6457",2022,-3.85,
"School 6461",2022,-6.93,
"School 6509",2022,5.87,
"School 6510",2022,10.66,
"School 6511",2022,5.45,
"School 6512",2022,-4.99,"Large Impact/Poor Recovery"
"School 6573",2022,-4.42,"Large Impact/Poor Recovery"
"School 6577",2022,5.36,
"School 6581",2022,-12.93,
"School 6587",2022,0.92,
"School 6597",2022,-13.02,
"School 6617",2022,-9.32,
"School 6627",2022,11.26,
"School 6705",2022,9.41,
"School 6708",2022,1.01,
"School 6741",2022,-4.67,
"School 6745",2022,-2.8,
"School 6652",2022,-4.8,
"School 6768",2022,1.44,
"School 6809",2022,-4.12,
"School 6814",2022,-13.81,
"School 6815",2022,6.71,
"School 6817",2022,29.5,
"School 6819",2022,19.35,
"School 6821",2022,12.62,
"School 6823",2022,3.91,
"School 6927",2022,6.43,
"School 6928",2022,11.57,
"School 6930",2022,17.13,"Minimal Impact/Large Recovery"
"School 6941",2022,12.78,
"School 6825",2022,-0.21,
"School 6828",2022,-3.26,
"School 6833",2022,-13.36,
"School 6852",2022,-12.02,
"School 6837",2022,-1,
"School 6839",2022,-7.27,
"School 6843",2022,-2.74,
"School 6845",2022,13.02,
"School 6857",2022,16.79,
"School 6859",2022,-0.33,"Large Impact/Poor Recovery"
"School 6861",2022,9.17,
"School 6865",2022,6.16,
"School 6871",2022,-1.64,
"School 6874",2022,8.96,
"School 6885",2022,-0.62,"Large Impact/Poor Recovery"
"School 6887",2022,-8.25,"Large Impact/Poor Recovery"
"School 6893",2022,7.54,
"School 6897",2022,-0.87,"Large Impact/Poor Recovery"
"School 6903",2022,2.63,
"School 6913",2022,22.84,
"School 6953",2022,-7.72,
"School 6973",2022,-14.96,
"School 6994",2022,5.36,
"School 6996",2022,-9.26,
"School 7055",2022,-4.79,
"School 7056",2022,-1.75,
"School 7049",2022,-16.38,"Large Impact/Poor Recovery"
"School 7082",2022,0.35,
"School 7085",2022,-13.78,"Large Impact/Poor Recovery"
"School 7093",2022,-19.55,"Large Impact/Poor Recovery"
"School 7102",2022,11.26,
"School 7131",2022,0.56,
"School 7151",2022,-22.41,"Large Impact/Poor Recovery"
"School 7152",2022,-6.67,
"School 7129",2022,-11.56,
"School 7145",2022,2.4,
"School 7164",2022,-8.07,"Large Impact/Poor Recovery"
"School 7219",2022,2.55,
"School 7229",2022,5.82,
"School 7193",2022,-4.76,
"School 7207",2022,18.6,
"School 7209",2022,10.41,
"School 7212",2022,-0.42,
"School 7290",2022,-0.67,
"School 5916",2022,1.01,
"School 7456",2022,-10.83,"Large Impact/Poor Recovery"
"School 7457",2022,-5.85,
"School 7323",2022,-5.23,"Large Impact/Poor Recovery"
"School 7324",2022,1,
"School 7334",2022,-5.36,
"School 7336",2022,-14.61,
"School 7361",2022,-8.81,"Large Impact/Poor Recovery"
"School 7372",2022,-0.17,
"School 7377",2022,-2.38,
"School 7379",2022,2.49,
"School 7383",2022,-3.7,
"School 7386",2022,-6.14,
"School 7390",2022,5.14,
"School 7465",2022,-13.47,
"School 7473",2022,3.94,
"School 7481",2022,16.87,
"School 7485",2022,-17.55,
"School 7435",2022,9.27,
"School 7441",2022,3.89,
"School 7510",2022,-4.15,
"School 7512",2022,12.62,"Large Impact/Large Recovery"
"School 7537",2022,-18.86,
"School 7545",2022,4.66,
"School 7546",2022,3.64,
"School 7549",2022,-21.46,"Large Impact/Poor Recovery"
"School 7555",2022,4.86,
"School 7559",2022,-0.18,
"School 7561",2022,4.59,
"School 7573",2022,-1.54,
"School 7585",2022,10.54,
"School 7588",2022,-6.58,"Large Impact/Poor Recovery"
"School 7597",2022,-20.02,
"School 7601",2022,0.97,
"School 7399",2022,-22.39,"Large Impact/Poor Recovery"
"School 7400",2022,-14.28,"Large Impact/Poor Recovery"
"School 7630",2022,6.5,
"School 7631",2022,-3.99,
"School 7645",2022,6.02,
"School 7649",2022,11.21,
"School 7691",2022,-10.92,
"School 7697",2022,-3.8,
"School 7721",2022,-0.82,
"School 7725",2022,-0.02,
"School 7729",2022,-7.74,
"School 7733",2022,-0.53,"Large Impact/Poor Recovery"
"School 7761",2022,7.73,
"School 7797",2022,-3.94,"Large Impact/Poor Recovery"
"School 7849",2022,-3.41,
"School 7851",2022,-4.12,
"School 7837",2022,-12.47,
"School 7845",2022,10.19,
"School 7881",2022,-4.97,
"School 7884",2022,1.24,
"School 7895",2022,-2.02,
"School 7899",2022,-5.94,
"School 7961",2022,1.49,
"School 7965",2022,-4.38,
"School 7987",2022,11.66,
"School 8073",2022,-3.39,
"School 8077",2022,-2.16,
"School 8089",2022,16.95,
"School 8091",2022,1.96,
"School 8103",2022,7,
"School 8104",2022,1.34,
"School 8117",2022,20.13,
"School 8119",2022,4.91,
"School 8005",2022,-0.08,
"School 8006",2022,-3.72,
"School 8007",2022,-6.03,
"School 8009",2022,6.56,
"School 8017",2022,-9.5,
"School 8019",2022,0.01,
"School 8021",2022,-5.73,
"School 8024",2022,-4.87,
"School 8025",2022,-10.46,
"School 8026",2022,-10.17,
"School 8033",2022,6.98,
"School 8041",2022,-0.83,
"School 8042",2022,-5.32,
"School 8045",2022,-18.23,
"School 8049",2022,-5.42,
"School 8111",2022,4.88,
"School 8129",2022,-0.21,
"School 8135",2022,4.11,
"School 8138",2022,7.47,
"School 8163",2022,-1.74,
"School 8167",2022,-20.56,
"School 8206",2022,9.08,
"School 8225",2022,-2.89,
"School 8229",2022,-11.97,
"School 8230",2022,4.13,
"School 8231",2022,3.15,
"School 8242",2022,-5.81,
"School 8317",2022,-4.37,"Large Impact/Poor Recovery"
"School 8318",2022,-3.44,
"School 8321",2022,-18.92,"Large Impact/Poor Recovery"
"School 8323",2022,-1.67,
"School 8325",2022,-5.96,
"School 8339",2022,-18.39,
"School 8345",2022,3.41,
"School 8349",2022,-7.07,
"School 8361",2022,-16.09,
"School 8365",2022,2.49,
"School 8369",2022,2.43,
"School 8381",2022,-1.22,
"School 8434",2022,-13.7,
"School 8445",2022,0.16,
"School 8461",2022,-9.63,
"School 8477",2022,-7.84,
"School 8481",2022,-1.26,
"School 8485",2022,-6.79,"Large Impact/Poor Recovery"
"School 8510",2022,-8.56,
"School 8511",2022,-1.88,
"School 8525",2022,2.77,
"School 8549",2022,1.01,
"School 8607",2022,-0.16,
"School 8625",2022,-3.58,
"School 8645",2022,-8.43,
"School 8651",2022,0,
"School 8655",2022,-2.01,
"School 8656",2022,-5.36,
"School 8657",2022,3.84,
"School 8694",2022,1.39,
"School 8706",2022,-5.34,"Large Impact/Poor Recovery"
"School 8737",2022,5.7,
"School 8760",2022,-2.44,"Large Impact/Poor Recovery"
"School 8764",2022,-0.2,
"School 8771",2022,-15.41,
"School 8775",2022,1.78,
"School 8777",2022,5.62,
"School 8793",2022,6.52,
"School 8801",2022,7.64,
"School 8813",2022,5.78,
"School 8817",2022,12.27,
"School 8819",2022,22.35,
"School 8861",2022,-21.61,
"School 8864",2022,3.09,
"School 8904",2022,-5.5,
"School 8906",2022,4.26,
"School 8869",2022,10.18,
"School 8985",2022,14.72,
"School 8989",2022,-4.61,
"School 8982",2022,6.12,
"School 8983",2022,-1.73,
"School 8928",2022,13.52,
"School 8929",2022,-2.86,
"School 9001",2022,0.72,
"School 9057",2022,-2.46,
"School 9058",2022,-5.68,
"School 9081",2022,-16.11,
"School 9085",2022,0.99,
"School 9088",2022,13.23,"Minimal Impact/Large Recovery"
"School 9093",2022,-6.93,
"School 9098",2022,-3.51,
"School 9119",2022,-3.99,"Large Impact/Poor Recovery"
"School 9122",2022,-10.21,
"School 9153",2022,-18.9,
"School 9163",2022,-12.7,
"School 9193",2022,-27.62,"Large Impact/Poor Recovery"
"School 9197",2022,-3.27,
"School 9178",2022,-0.8,
"School 9180",2022,-2.69,
