"school_name","year","impact","impact_recovery_category"
"School 1413",2021,-25.55,"Large Impact/Large Recovery"
"School 1377",2021,-19.58,
"School 1381",2021,-3.38,
"School 1385",2021,-14.84,
"School 1386",2021,-4.48,
"School 1387",2021,-23.27,"Large Impact/Poor Recovery"
"School 1393",2021,-7.8,
"School 1401",2021,-5.21,
"School 1405",2021,-10.12,
"School 1431",2021,5.53,
"School 1437",2021,-3.78,
"School 1470",2021,-9.18,
"School 1482",2021,-26.19,"Large Impact/Poor Recovery"
"School 1513",2021,-3.94,
"School 1583",2021,-7.62,
"School 1586",2021,-12.3,
"School 1587",2021,-4.86,
"School 1590",2021,6.98,
"School 1569",2021,-8.05,
"School 1575",2021,-13.05,
"School 1601",2021,-19.39,
"School 1613",2021,-7.75,
"School 1649",2021,-10.52,
"School 1652",2021,-11.9,
"School 1703",2021,-11.94,
"School 1707",2021,-16.2,
"School 1713",2021,-28.55,"Large Impact/Poor Recovery"
"School 1721",2021,-19.46,
"School 1723",2021,-30.59,"Large Impact/Poor Recovery"
"School 1725",2021,-46.71,"Large Impact/Poor Recovery"
"School 1729",2021,-46.98,
"School 1657",2021,-8.86,
"School 1669",2021,-8.61,
"School 1735",2021,-2.65,
"School 1747",2021,-3.27,
"School 1617",2021,-34.86,
"School 1673",2021,-29.94,"Large Impact/Poor Recovery"
"School 1681",2021,-30.6,
"School 1753",2021,-7.84,
"School 1761",2021,-21,"Large Impact/Poor Recovery"
"School 1763",2021,-15.91,
"School 1773",2021,-31.04,"Large Impact/Poor Recovery"
"School 1785",2021,-23.8,
"School 1633",2021,-9.97,
"School 1641",2021,-20.91,
"School 1895",2021,-22.38,"Large Impact/Poor Recovery"
"School 1929",2021,-10.22,
"School 1931",2021,-14.07,
"School 1933",2021,-16.02,
"School 1937",2021,-15.08,
"School 1943",2021,13.58,
"School 1953",2021,12.28,
"School 1957",2021,19.73,
"School 1961",2021,-1.65,
"School 1966",2021,3.23,
"School 1974",2021,0.58,
"School 2013",2021,-13.09,
"School 2021",2021,-22.53,"Large Impact/Poor Recovery"
"School 2022",2021,-10.77,
"School 2123",2021,-15.72,
"School 2125",2021,-8.78,
"School 2177",2021,9.47,
"School 2185",2021,-13.75,
"School 2223",2021,-14.31,
"School 2225",2021,-13.47,
"School 2263",2021,-8.19,
"School 2299",2021,-7.92,
"School 2321",2021,-6.85,
"School 2335",2021,-15.59,
"School 2346",2021,-25.64,
"School 2350",2021,-14.38,
"School 2357",2021,-8.6,
"School 2369",2021,-21.26,
"School 2405",2021,-33.9,"Large Impact/Poor Recovery"
"School 2409",2021,-33.38,
"School 2433",2021,-30.33,
"School 2436",2021,-17.71,
"School 2438",2021,-10.62,
"School 2441",2021,-11.77,
"School 2445",2021,-9.68,
"School 2466",2021,-14,
"School 2468",2021,-5.31,
"School 2469",2021,0.69,
"School 2470",2021,-17.36,
"School 2471",2021,1.85,
"School 2473",2021,-9.79,
"School 2474",2021,0.1,
"School 2475",2021,-10.57,
"School 2476",2021,-15.88,
"School 2479",2021,-22.91,
"School 2481",2021,-18.96,
"School 2482",2021,-16.46,
"School 2483",2021,-11.77,
"School 2485",2021,-10.55,
"School 2486",2021,-19.6,
"School 2489",2021,-20.49,
"School 2490",2021,-14.86,
"School 2500",2021,-23.35,
"School 2478",2021,-14.46,
"School 2501",2021,-19.56,"Large Impact/Large Recovery"
"School 2491",2021,-20.78,"Large Impact/Poor Recovery"
"School 2494",2021,4.56,
"School 2495",2021,-12.73,
"School 2496",2021,-4.22,
"School 2498",2021,-35.96,
"School 2503",2021,-11.57,
"School 2504",2021,-14.43,
"School 2465",2021,-11.25,
"School 6780",2021,-17.27,
"School 2506",2021,-15.42,
"School 2507",2021,-20.62,
"School 2508",2021,-8.95,
"School 2509",2021,-8.75,
"School 2510",2021,-2.58,
"School 2511",2021,-17.28,
"School 2512",2021,-15.81,
"School 2515",2021,-5.34,
"School 2516",2021,-23.71,
"School 2518",2021,-17.2,
"School 2520",2021,-17.97,
"School 2522",2021,-4.9,
"School 2526",2021,4.71,
"School 2521",2021,-17.73,
"School 2523",2021,-23.66,
"School 2529",2021,-12.32,
"School 2533",2021,-25.44,
"School 2537",2021,-12.86,
"School 2538",2021,-1.69,
"School 2539",2021,-21.72,
"School 2542",2021,-13.93,
"School 2547",2021,-17.56,
"School 2543",2021,-11.41,
"School 2564",2021,3.48,
"School 2566",2021,-7.51,
"School 2567",2021,-3.71,
"School 2577",2021,-16.38,
"School 2579",2021,-20.44,"Large Impact/Poor Recovery"
"School 2593",2021,-24.17,"Large Impact/Poor Recovery"
"School 2558",2021,-27.4,"Large Impact/Poor Recovery"
"School 2559",2021,-17.41,
"School 2561",2021,-12.96,
"School 2570",2021,-18.38,
"School 2582",2021,-22.8,"Large Impact/Poor Recovery"
"School 2586",2021,-18.99,
"School 2621",2021,-19.41,
"School 2625",2021,-20.6,
"School 2633",2021,-18.6,
"School 2643",2021,-9.06,
"School 2645",2021,-19.1,
"School 2663",2021,-16.17,
"School 2682",2021,-3.56,
"School 2725",2021,4.93,
"School 2706",2021,1.62,
"School 2711",2021,-1.43,
"School 2713",2021,-7.7,
"School 2714",2021,-6.29,
"School 2718",2021,-10.31,
"School 2720",2021,-3.17,
"School 2723",2021,1.8,
"School 2727",2021,-23.13,"Large Impact/Poor Recovery"
"School 2744",2021,-24.85,
"School 2726",2021,-19,
"School 2728",2021,-15.47,
"School 2729",2021,-16.78,
"School 2733",2021,-8.59,
"School 2735",2021,-9.76,
"School 2736",2021,-2,"Minimal Impact/Large Recovery"
"School 2738",2021,-18.79,
"School 2739",2021,-14.13,
"School 2740",2021,-20,"Large Impact/Poor Recovery"
"School 2743",2021,-12.26,
"School 2745",2021,-20.77,
"School 2748",2021,-12.58,
"School 2750",2021,-8.59,
"School 2751",2021,-19.98,
"School 2761",2021,-19.62,
"School 2763",2021,-11.06,
"School 2675",2021,-9.13,
"School 2687",2021,-35.52,"Large Impact/Poor Recovery"
"School 2815",2021,-24.63,
"School 2819",2021,-10.89,
"School 2829",2021,-12.86,
"School 2870",2021,-9.32,
"School 2895",2021,-11.97,
"School 2896",2021,-24.33,"Large Impact/Poor Recovery"
"School 2904",2021,7.96,
"School 2907",2021,-2.85,
"School 2909",2021,1.27,
"School 2922",2021,-20.78,
"School 2923",2021,-8.03,
"School 2943",2021,-26.39,"Large Impact/Poor Recovery"
"School 2955",2021,-10.29,
"School 2963",2021,-20.58,
"School 2969",2021,-27.71,
"School 3025",2021,-18.45,
"School 3029",2021,1.51,
"School 3061",2021,-3.16,
"School 3077",2021,-1.51,"Minimal Impact/Large Recovery"
"School 3081",2021,-17,
"School 3086",2021,-4.46,
"School 3135",2021,-32.13,
"School 3138",2021,-16.65,
"School 3141",2021,-11.09,
"School 3153",2021,-20.41,"Large Impact/Poor Recovery"
"School 3157",2021,-16.04,
"School 3107",2021,-18.25,
"School 3129",2021,-11.22,
"School 3183",2021,0.44,
"School 3184",2021,0.36,
"School 3198",2021,-21.87,
"School 3205",2021,10.23,
"School 3273",2021,-35.98,
"School 3313",2021,-1.14,
"School 3341",2021,-17.05,
"School 3343",2021,-16.35,
"School 3397",2021,-12.4,
"School 3401",2021,-9.44,
"School 3422",2021,-2.8,
"School 3425",2021,-7.44,
"School 3427",2021,-12.56,
"School 3429",2021,-7.12,
"School 3430",2021,-9.46,
"School 3434",2021,-6.95,
"School 3435",2021,-13.94,
"School 3439",2021,-7.03,
"School 3440",2021,-9.26,
"School 3441",2021,-10.13,
"School 3443",2021,-16.04,
"School 3444",2021,-12.09,
"School 3413",2021,-15.67,
"School 3457",2021,-17.58,
"School 3461",2021,-9.41,
"School 3467",2021,-16.78,
"School 3475",2021,-15.42,
"School 3479",2021,-9.71,
"School 3483",2021,-27.21,
"School 3411",2021,-11.7,
"School 3418",2021,-18.73,
"School 3537",2021,-11.62,
"School 3545",2021,-9.72,
"School 3489",2021,-15.63,
"School 3490",2021,-6.68,
"School 3509",2021,-1.93,
"School 3557",2021,-4.03,
"School 3625",2021,-1.46,
"School 3630",2021,-8.84,
"School 3637",2021,-1.24,
"School 3607",2021,-3.02,
"School 3653",2021,-8.67,
"School 3665",2021,-3.09,
"School 3673",2021,18.47,
"School 3677",2021,-6.87,
"School 3603",2021,-4.5,
"School 9191",2021,-6.43,
"School 3686",2021,-12.02,
"School 3688",2021,2.28,
"School 3697",2021,-9.22,
"School 3702",2021,-6.21,
"School 3704",2021,11.55,
"School 3714",2021,-5.4,
"School 3784",2021,-20.24,"Large Impact/Poor Recovery"
"School 3801",2021,-27.38,"Large Impact/Poor Recovery"
"School 3811",2021,-20.21,"Large Impact/Poor Recovery"
"School 3813",2021,-26.34,
"School 3821",2021,-41.01,
"School 3822",2021,-40.89,
"School 3829",2021,-37.07,
"School 3831",2021,-14.26,
"School 3837",2021,-21.81,"Large Impact/Poor Recovery"
"School 3838",2021,-28.66,"Large Impact/Poor Recovery"
"School 3839",2021,-16.04,
"School 3840",2021,-9.55,
"School 3841",2021,-22.69,"Large Impact/Poor Recovery"
"School 3843",2021,-17.71,
"School 4349",2021,-8.23,
"School 4351",2021,-38.09,
"School 3753",2021,-12.26,
"School 3848",2021,-13.69,
"School 3885",2021,-61.7,
"School 3893",2021,-17.31,
"School 3761",2021,-16.87,
"School 3769",2021,-19.5,
"School 3773",2021,-17.98,
"School 3903",2021,-26.37,"Large Impact/Poor Recovery"
"School 3905",2021,-17.9,
"School 3907",2021,-14.85,
"School 3913",2021,-18.23,
"School 3915",2021,-19.43,
"School 3953",2021,-20.74,
"School 3961",2021,-26.02,
"School 3963",2021,-22.27,
"School 3965",2021,-19.95,
"School 4155",2021,-31.28,"Large Impact/Poor Recovery"
"School 4169",2021,-41.51,
"School 4178",2021,1.82,
"School 4171",2021,-17.04,
"School 4422",2021,-49.19,
"School 4425",2021,-15.37,
"School 4433",2021,-33.87,"Large Impact/Poor Recovery"
"School 4449",2021,-43.66,
"School 4453",2021,-46.4,
"School 4455",2021,-44.91,
"School 4463",2021,-41.72,"Large Impact/Poor Recovery"
"School 4469",2021,-46.54,
"School 4484",2021,-35.62,
"School 4283",2021,-10.91,
"School 4301",2021,-1.99,
"School 4317",2021,-5.85,
"School 4325",2021,-24.95,
"School 4327",2021,-21.02,
"School 4333",2021,-15.73,
"School 4337",2021,3.36,
"School 4341",2021,-12.28,
"School 4343",2021,-13.47,
"School 4356",2021,-26.66,"Large Impact/Poor Recovery"
"School 4361",2021,-22.49,
"School 4693",2021,-9.25,
"School 7345",2021,-20.8,
"School 7349",2021,-8.06,
"School 4699",2021,-0.79,
"School 4701",2021,-15,
"School 4788",2021,-17.51,
"School 4789",2021,-24.59,"Large Impact/Poor Recovery"
"School 4734",2021,-2.79,
"School 4737",2021,-21.19,"Large Impact/Poor Recovery"
"School 4717",2021,-7.24,
"School 4753",2021,-4.88,
"School 4773",2021,-15.47,
"School 4905",2021,-2.64,
"School 4932",2021,-18.79,
"School 4861",2021,-26.71,"Large Impact/Poor Recovery"
"School 4924",2021,-25.93,"Large Impact/Poor Recovery"
"School 5005",2021,-15.39,
"School 5009",2021,-13.13,
"School 5012",2021,-17.31,
"School 5025",2021,-23.56,"Large Impact/Poor Recovery"
"School 4935",2021,-13.08,
"School 5057",2021,-37.03,"Large Impact/Poor Recovery"
"School 5061",2021,-11,
"School 5064",2021,-19.35,
"School 5041",2021,-9.33,
"School 5065",2021,-15.37,
"School 4977",2021,-36.22,
"School 5033",2021,-33.82,"Large Impact/Poor Recovery"
"School 5076",2021,-16.99,
"School 5102",2021,-47.93,
"School 5142",2021,-30.97,"Large Impact/Poor Recovery"
"School 5146",2021,-29.55,
"School 5149",2021,-7.2,
"School 5151",2021,-23.89,
"School 5178",2021,-6.88,
"School 5179",2021,-13.4,
"School 5181",2021,3.47,
"School 5187",2021,-10.17,
"School 5189",2021,-18.71,
"School 5194",2021,-40.28,
"School 5195",2021,-19.31,
"School 5198",2021,-22.63,
"School 5200",2021,13.44,
"School 5201",2021,-30.02,
"School 5202",2021,-53.72,
"School 5205",2021,2.89,
"School 5277",2021,-32.99,"Large Impact/Poor Recovery"
"School 5281",2021,-31.03,"Large Impact/Poor Recovery"
"School 5283",2021,-35.25,
"School 5285",2021,-30.16,"Large Impact/Poor Recovery"
"School 5287",2021,-27.21,
"School 5289",2021,-26.57,"Large Impact/Poor Recovery"
"School 5291",2021,-18.88,
"School 5293",2021,-36.95,"Large Impact/Poor Recovery"
"School 5294",2021,-31,
"School 5295",2021,-20.26,"Large Impact/Poor Recovery"
"School 5296",2021,-15.97,
"School 5298",2021,-27.87,"Large Impact/Poor Recovery"
"School 5299",2021,-33.95,"Large Impact/Poor Recovery"
"School 5310",2021,-24.82,"Large Impact/Poor Recovery"
"School 5312",2021,-18.49,
"School 5315",2021,-23.86,"Large Impact/Poor Recovery"
"School 5319",2021,-26.27,"Large Impact/Poor Recovery"
"School 5321",2021,-8.35,
"School 5322",2021,-21.33,"Large Impact/Poor Recovery"
"School 5325",2021,-33.99,"Large Impact/Poor Recovery"
"School 5333",2021,-22.66,"Large Impact/Poor Recovery"
"School 5337",2021,-28.91,"Large Impact/Poor Recovery"
"School 5338",2021,-16.16,
"School 5345",2021,-12.68,
"School 5347",2021,-39.46,"Large Impact/Poor Recovery"
"School 5351",2021,-23.12,"Large Impact/Poor Recovery"
"School 5366",2021,-3.36,
"School 5372",2021,-27.6,
"School 5349",2021,-27.45,
"School 5352",2021,-22.76,"Large Impact/Poor Recovery"
"School 5354",2021,-22.82,"Large Impact/Poor Recovery"
"School 5355",2021,-8.83,
"School 5356",2021,-14.82,
"School 5357",2021,-32.56,
"School 5358",2021,-21.89,"Large Impact/Poor Recovery"
"School 5359",2021,-20.1,
"School 5360",2021,-27.67,
"School 5363",2021,-27.61,"Large Impact/Poor Recovery"
"School 5378",2021,-30.76,
"School 5380",2021,-21.93,"Large Impact/Poor Recovery"
"School 5364",2021,-16.63,
"School 5367",2021,-16.93,
"School 5368",2021,-25.88,"Large Impact/Poor Recovery"
"School 5369",2021,-22.06,"Large Impact/Poor Recovery"
"School 5370",2021,-44.03,"Large Impact/Poor Recovery"
"School 5373",2021,-65.12,"Large Impact/Poor Recovery"
"School 5375",2021,-27.03,"Large Impact/Poor Recovery"
"School 5377",2021,-37.87,"Large Impact/Poor Recovery"
"School 5386",2021,-38.05,"Large Impact/Poor Recovery"
"School 5389",2021,-25.81,
"School 5391",2021,-39.01,"Large Impact/Poor Recovery"
"School 5397",2021,-46.25,"Large Impact/Poor Recovery"
"School 5403",2021,-23.75,
"School 5406",2021,-16.63,
"School 5418",2021,-18.8,
"School 5427",2021,-27.47,"Large Impact/Poor Recovery"
"School 5430",2021,-33.31,
"School 5436",2021,-16.83,
"School 5442",2021,-28.77,"Large Impact/Poor Recovery"
"School 5445",2021,-29.28,"Large Impact/Poor Recovery"
"School 5448",2021,-25.78,"Large Impact/Poor Recovery"
"School 5221",2021,-22.42,"Large Impact/Poor Recovery"
"School 5222",2021,-20.24,"Large Impact/Poor Recovery"
"School 5223",2021,-21.11,
"School 5227",2021,-21.98,"Large Impact/Poor Recovery"
"School 5241",2021,-43.36,"Large Impact/Poor Recovery"
"School 5257",2021,-27.61,"Large Impact/Poor Recovery"
"School 5261",2021,-15.33,
"School 5265",2021,-15.52,
"School 5267",2021,-25.88,
"School 5270",2021,-40.28,
"School 5273",2021,-21.24,"Large Impact/Poor Recovery"
"School 5274",2021,-38.01,"Large Impact/Poor Recovery"
"School 5446",2021,-29.1,"Large Impact/Poor Recovery"
"School 5453",2021,-17.06,
"School 5457",2021,-15.76,
"School 5461",2021,-11.05,
"School 5466",2021,-4.9,
"School 5467",2021,-8.03,
"School 5515",2021,-29.9,"Large Impact/Poor Recovery"
"School 5516",2021,-5,
"School 5579",2021,-25.73,
"School 5601",2021,-16.54,
"School 5603",2021,-21.78,
"School 5607",2021,-12.8,
"School 5889",2021,-8.61,
"School 5943",2021,-2.46,
"School 5933",2021,-4.51,
"School 5949",2021,-11.61,
"School 5956",2021,-21.27,"Large Impact/Poor Recovery"
"School 5969",2021,-10.8,
"School 5922",2021,-16.89,
"School 5923",2021,-8.56,
"School 6033",2021,-22.28,"Large Impact/Poor Recovery"
"School 6035",2021,-18.83,
"School 6049",2021,-3.36,
"School 2305",2021,-3.98,
"School 2306",2021,-15.51,
"School 6081",2021,-2.27,
"School 6093",2021,-11.26,
"School 6147",2021,-33.43,"Large Impact/Poor Recovery"
"School 6153",2021,-10.95,
"School 6164",2021,-4.78,
"School 6170",2021,-23.53,"Large Impact/Poor Recovery"
"School 6172",2021,-22.03,"Large Impact/Poor Recovery"
"School 6173",2021,-7.6,
"School 6187",2021,-1.79,
"School 6223",2021,-12.75,
"School 6244",2021,-6.3,
"School 6261",2021,-3.01,"Minimal Impact/Large Recovery"
"School 6269",2021,-1.55,
"School 6281",2021,-7.5,
"School 6289",2021,0.07,
"School 6301",2021,-14.38,
"School 6315",2021,-5.69,
"School 6323",2021,-12.22,
"School 6332",2021,-19.65,
"School 6334",2021,-11.61,
"School 6349",2021,-22.84,"Large Impact/Poor Recovery"
"School 6373",2021,-13.42,
"School 6375",2021,-16.71,
"School 6385",2021,-25.41,"Large Impact/Poor Recovery"
"School 6411",2021,-9.28,
"School 6453",2021,4.09,
"School 6454",2021,-12.03,
"School 6457",2021,-5.88,
"School 6461",2021,-8.88,
"School 6509",2021,-10.37,
"School 6510",2021,-23.31,
"School 6511",2021,-26.05,
"School 6512",2021,-23.99,"Large Impact/Poor Recovery"
"School 6573",2021,-20.93,"Large Impact/Poor Recovery"
"School 6577",2021,-12.67,
"School 6581",2021,-18.23,
"School 6587",2021,-12.1,
"School 6597",2021,-18.72,
"School 6617",2021,-9.24,
"School 6627",2021,-7.88,
"School 6705",2021,-7.62,
"School 6708",2021,8.58,
"School 6741",2021,-15.63,
"School 6745",2021,-16.63,
"School 6652",2021,-7.73,
"School 6768",2021,-8.43,
"School 6809",2021,-16.94,
"School 6814",2021,-21.52,
"School 6815",2021,3.08,
"School 6817",2021,-16.15,
"School 6819",2021,-0.26,
"School 6821",2021,-5.88,
"School 6823",2021,-22.45,
"School 6927",2021,-10.05,
"School 6928",2021,-13.21,
"School 6930",2021,6.51,"Minimal Impact/Large Recovery"
"School 6941",2021,-22.09,
"School 6825",2021,-1.74,
"School 6828",2021,-9.07,
"School 6833",2021,-11.55,
"School 6852",2021,-4.77,
"School 6837",2021,0.75,
"School 6839",2021,-12.56,
"School 6843",2021,-18.56,
"School 6845",2021,-12.41,
"School 6857",2021,-19.37,
"School 6859",2021,-21.55,"Large Impact/Poor Recovery"
"School 6861",2021,-16.99,
"School 6865",2021,-19.48,
"School 6871",2021,-17.06,
"School 6874",2021,-4.22,
"School 6885",2021,-23.93,"Large Impact/Poor Recovery"
"School 6887",2021,-23.08,"Large Impact/Poor Recovery"
"School 6893",2021,-24.55,
"School 6897",2021,-25.94,"Large Impact/Poor Recovery"
"School 6903",2021,-27.55,
"School 6913",2021,-13.99,
"School 6953",2021,-13.19,
"School 6973",2021,-7.34,
"School 6994",2021,-1.33,
"School 6996",2021,-11.62,
"School 7055",2021,-5.04,
"School 7056",2021,-21.55,
"School 7049",2021,-23.05,"Large Impact/Poor Recovery"
"School 7082",2021,-21,
"School 7085",2021,-23.25,"Large Impact/Poor Recovery"
"School 7093",2021,-23.41,"Large Impact/Poor Recovery"
"School 7102",2021,-3.42,
"School 7131",2021,6.88,
"School 7151",2021,-28.1,"Large Impact/Poor Recovery"
"School 7152",2021,-18.06,
"School 7129",2021,-15.87,
"School 7145",2021,-9.64,
"School 7164",2021,-31.05,"Large Impact/Poor Recovery"
"School 7219",2021,-16.33,
"School 7229",2021,1.13,
"School 7193",2021,4.06,
"School 7207",2021,-4.18,
"School 7209",2021,-10.74,
"School 7212",2021,-6.26,
"School 7290",2021,-11.71,
"School 5916",2021,-17.34,
"School 7456",2021,-23.38,"Large Impact/Poor Recovery"
"School 7457",2021,-15.75,
"School 7323",2021,-22.56,"Large Impact/Poor Recovery"
"School 7324",2021,-9.11,
"School 7334",2021,-11.97,
"School 7336",2021,-18.31,
"School 7361",2021,-25.66,"Large Impact/Poor Recovery"
"School 7372",2021,-14.95,
"School 7377",2021,-3.36,
"School 7379",2021,-9.7,
"School 7383",2021,-5.88,
"School 7386",2021,-11.02,
"School 7390",2021,-1.64,
"School 7465",2021,-12.06,
"School 7473",2021,-10.21,
"School 7481",2021,-16.99,
"School 7485",2021,-19.62,
"School 7435",2021,-31.71,
"School 7441",2021,-23.97,
"School 7510",2021,-11.01,
"School 7512",2021,-14.18,"Large Impact/Large Recovery"
"School 7537",2021,-12.55,
"School 7545",2021,-16.52,
"School 7546",2021,-13.26,
"School 7549",2021,-35.16,"Large Impact/Poor Recovery"
"School 7555",2021,-11.67,
"School 7559",2021,-20.41,
"School 7561",2021,-35.19,
"School 7573",2021,-29.69,
"School 7585",2021,-29.33,
"School 7588",2021,-24.31,"Large Impact/Poor Recovery"
"School 7597",2021,-17.88,
"School 7601",2021,-29.03,
"School 7399",2021,-24.97,"Large Impact/Poor Recovery"
"School 7400",2021,-27.03,"Large Impact/Poor Recovery"
"School 7630",2021,-27.05,
"School 7631",2021,-14.98,
"School 7645",2021,-13.38,
"School 7649",2021,-20.44,
"School 7691",2021,-7.37,
"School 7697",2021,-12.79,
"School 7721",2021,-5.15,
"School 7725",2021,-16.46,
"School 7729",2021,-10.22,
"School 7733",2021,-21.31,"Large Impact/Poor Recovery"
"School 7761",2021,-6.25,
"School 7797",2021,-26.58,"Large Impact/Poor Recovery"
"School 7849",2021,-2.6,
"School 7851",2021,-1.13,
"School 7837",2021,-14.84,
"School 7845",2021,-9.66,
"School 7881",2021,-7.58,
"School 7884",2021,-22.12,
"School 7895",2021,-4.4,
"School 7899",2021,-1.44,
"School 7961",2021,-6.23,
"School 7965",2021,-19.16,
"School 7987",2021,-10.08,
"School 8073",2021,-6.88,
"School 8077",2021,-4.87,
"School 8089",2021,-8.6,
"School 8091",2021,-26.08,
"School 8103",2021,-19.84,
"School 8104",2021,-30.7,
"School 8117",2021,-26.22,
"School 8119",2021,-12.67,
"School 8005",2021,-18.43,
"School 8006",2021,-13.41,
"School 8007",2021,-12.2,
"School 8009",2021,-21.19,
"School 8017",2021,-15.53,
"School 8019",2021,-12.99,
"School 8021",2021,-17.34,
"School 8024",2021,-11.47,
"School 8025",2021,-8.13,
"School 8026",2021,-12.3,
"School 8033",2021,-3.05,
"School 8041",2021,-9.17,
"School 8042",2021,-15.68,
"School 8045",2021,-17.77,
"School 8049",2021,-12.36,
"School 8111",2021,-7.02,
"School 8129",2021,-13.13,
"School 8135",2021,-2.93,
"School 8138",2021,-1.06,
"School 8163",2021,-10.68,
"School 8167",2021,-12.66,
"School 8206",2021,-18.45,
"School 8225",2021,-13.43,
"School 8229",2021,-10.15,
"School 8230",2021,1.62,
"School 8231",2021,-9.17,
"School 8242",2021,-15.23,
"School 8317",2021,-25.04,"Large Impact/Poor Recovery"
"School 8318",2021,-12.7,
"School 8321",2021,-21.3,"Large Impact/Poor Recovery"
"School 8323",2021,-15.6,
"School 8325",2021,-5.9,
"School 8339",2021,-18.53,
"School 8345",2021,-10.65,
"School 8349",2021,-23.97,
"School 8361",2021,-12.09,
"School 8365",2021,-4.39,
"School 8369",2021,-2.23,
"School 8381",2021,-4.37,
"School 8434",2021,-6.61,
"School 8445",2021,-22.5,
"School 8461",2021,-17.33,
"School 8477",2021,-11.77,
"School 8481",2021,-22,
"School 8485",2021,-21.47,"Large Impact/Poor Recovery"
"School 8510",2021,-2.19,
"School 8511",2021,-16.2,
"School 8525",2021,-12.32,
"School 8549",2021,-5.69,
"School 8607",2021,-6.35,
"School 8625",2021,-14.85,
"School 8645",2021,-3.98,
"School 8651",2021,-12.25,
"School 8655",2021,-10.92,
"School 8656",2021,0.15,
"School 8657",2021,-6.84,
"School 8694",2021,-0.42,
"School 8706",2021,-21.77,"Large Impact/Poor Recovery"
"School 8737",2021,-12.67,
"School 8760",2021,-23.16,"Large Impact/Poor Recovery"
"School 8764",2021,-8.11,
"School 8771",2021,-17.66,
"School 8775",2021,-11,
"School 8777",2021,-1.82,
"School 8793",2021,-10.11,
"School 8801",2021,-3.78,
"School 8813",2021,-22.52,
"School 8817",2021,-7.25,
"School 8819",2021,-10,
"School 8861",2021,-16.34,
"School 8864",2021,-21.37,
"School 8904",2021,-22.06,
"School 8906",2021,-17.07,
"School 8869",2021,-13.92,
"School 8985",2021,-5.53,
"School 8989",2021,-18.06,
"School 8982",2021,-2.16,
"School 8983",2021,-2.8,
"School 8928",2021,-0.44,
"School 8929",2021,-11.57,
"School 9001",2021,10.12,
"School 9057",2021,-15.91,
"School 9058",2021,-16.09,
"School 9081",2021,0.44,
"School 9085",2021,-3.2,
"School 9088",2021,6.44,"Minimal Impact/Large Recovery"
"School 9093",2021,-9.78,
"School 9098",2021,-12.28,
"School 9119",2021,-36.96,"Large Impact/Poor Recovery"
"School 9122",2021,-5.76,
"School 9153",2021,-13.39,
"School 9163",2021,-14.84,
"School 9193",2021,-29.25,"Large Impact/Poor Recovery"
"School 9197",2021,-4.7,
"School 9178",2021,-25.39,
"School 9180",2021,-9.21,
"School 9186",2021,-10.07,
"School 4894",2021,-27.52,
"School C435",2021,-2.69,
"School C665",2021,-12.21,
"School B215",2021,2.06,
"School D415",2021,-10.61,
"School A145",2021,-12.27,
"School A180",2021,-3.33,
"School C774",2021,1.24,
"School 1537",2021,-20.15,
"School 5741",2021,-35.25,"Large Impact/Poor Recovery"
"School 5868",2021,-20.89,"Large Impact/Poor Recovery"
"School 4164",2021,-36.01,
"School 5523",2021,-7.29,
"School 5508",2021,-23.21,
"School 4043",2021,-34.26,
"School 4486",2021,-11.69,
"School 5837",2021,-29.24,
"School 7944",2021,-0.23,
"School 7562",2021,-18.75,
"School 7563",2021,-32.22,"Large Impact/Poor Recovery"
"School B771",2021,-6.36,
"School C275",2021,6.04,
"School D485",2021,-8.25,
"School 0013",2022,7.78,
"School 0020",2022,-2.35,
"School 0033",2022,5.55,
"School 0037",2022,7.45,
"School 0017",2022,-9.8,
"School 0025",2022,0.79,
"School 0045",2022,10.85,
"School 0046",2022,7.47,
"School 0063",2022,3.18,
"School 0064",2022,15.54,
"School 0067",2022,4.76,
"School 0068",2022,-1.8,
"School 0071",2022,9.26,
"School 0072",2022,13.82,
"School 0079",2022,-8.51,
"School 0087",2022,6.77,
"School 0089",2022,4.42,
"School 0090",2022,-5.78,
"School 0092",2022,0.6,
"School 0094",2022,2.73,
"School 0095",2022,-2.01,
"School 0096",2022,-9.8,
"School 0107",2022,-1.01,
"School 0118",2022,1.92,
"School 0119",2022,-6.95,
"School 0121",2022,-6.91,
"School 0125",2022,-2.45,
"School 0126",2022,-13.68,
"School 0127",2022,-7.33,
"School 0128",2022,-3.15,
"School 0129",2022,-7.36,
"School 0133",2022,3.78,
"School 0134",2022,-11.35,
"School 0136",2022,9.25,
"School 0137",2022,-13.1,
"School 0154",2022,3.7,
"School 0157",2022,-0.7,
"School 0162",2022,-0.36,
"School 0164",2022,-2.01,"Large Impact/Poor Recovery"
"School 0178",2022,6.55,
"School 0186",2022,-11.73,
"School 0205",2022,6.11,
"School 0217",2022,10.26,
"School 0221",2022,-3.87,
"School 0233",2022,2.94,
"School 0240",2022,-14.74,
"School 0253",2022,5.73,
"School 0269",2022,7.48,
"School 0270",2022,18.04,
"School 0275",2022,-7.1,
"School 0043",2022,-10.32,
"School 0049",2022,-2.64,
"School 0053",2022,0.92,
"School 0081",2022,1,
"School 0281",2022,1.02,
"School 0285",2022,-2.35,
"School 0291",2022,4.14,
"School 0294",2022,-9.1,
"School 0305",2022,-4.02,
"School 0323",2022,-1.12,
